2024-10-25 14:32:57,296 - INFO - ca_la_df with north somerset created
2024-10-25 14:44:07,351 - INFO - ca_la_df with north somerset created
2024-10-25 14:48:26,255 - INFO - ca_la_df with north somerset created
2024-10-25 15:07:03,183 - INFO - ca_la_df with north somerset created
2024-10-25 15:33:35,193 - INFO - Starting download from URL: https://www.arcgis.com/sharing/rest/content/items/3700342d3d184b0d92eae99a78d9c7a3/data
2024-10-25 15:33:35,198 - INFO - Saving zip file to: data\postcode_centroids.zip
2024-10-25 15:33:48,941 - INFO - Download completed: data\postcode_centroids.zip
2024-10-25 15:34:11,965 - INFO - Extracting CSV from zip file: data\postcode_centroids.zip
2024-10-25 15:34:11,973 - INFO - Extracting CSV to: data\ONSPD_NOV_2023_UK.csv
2024-10-25 15:34:14,484 - INFO - Extraction completed: data\ONSPD_NOV_2023_UK.csv
2024-10-25 15:34:19,873 - INFO - Deleting zip file: data\postcode_centroids.zip
2024-10-25 15:34:19,889 - INFO - Deleted zip file: data\postcode_centroids.zip
2024-10-28 08:42:35,356 - INFO - ca_la_df with north somerset created
2024-10-28 08:47:49,701 - INFO - ca_la_df with north somerset created
2024-10-28 10:30:40,227 - INFO - Extracting CSV from zip file: data/epc_bulk_zips/E06000001.zip
2024-10-28 10:30:40,231 - ERROR - No CSV file found in the immediate 'Data' folder.
2024-10-28 10:43:23,254 - INFO - Extracted and renamed data\epc_bulk_zips\E06000001.zip to data\epc_bulk_zips\E06000001.csv
2024-10-28 10:43:23,412 - INFO - Extracted and renamed data\epc_bulk_zips\E06000002.zip to data\epc_bulk_zips\E06000002.csv
2024-10-28 10:43:23,550 - INFO - Extracted and renamed data\epc_bulk_zips\E06000003.zip to data\epc_bulk_zips\E06000003.csv
2024-10-28 10:43:23,759 - INFO - Extracted and renamed data\epc_bulk_zips\E06000004.zip to data\epc_bulk_zips\E06000004.csv
2024-10-28 10:43:23,874 - INFO - Extracted and renamed data\epc_bulk_zips\E06000005.zip to data\epc_bulk_zips\E06000005.csv
2024-10-28 10:43:23,983 - INFO - Extracted and renamed data\epc_bulk_zips\E06000006.zip to data\epc_bulk_zips\E06000006.csv
2024-10-28 10:43:24,178 - INFO - Extracted and renamed data\epc_bulk_zips\E06000014.zip to data\epc_bulk_zips\E06000014.csv
2024-10-28 10:43:24,451 - INFO - Extracted and renamed data\epc_bulk_zips\E06000015.zip to data\epc_bulk_zips\E06000015.csv
2024-10-28 10:43:24,893 - INFO - Extracted and renamed data\epc_bulk_zips\E06000018.zip to data\epc_bulk_zips\E06000018.csv
2024-10-28 10:43:25,104 - INFO - Extracted and renamed data\epc_bulk_zips\E06000022.zip to data\epc_bulk_zips\E06000022.csv
2024-10-28 10:43:25,599 - INFO - Extracted and renamed data\epc_bulk_zips\E06000023.zip to data\epc_bulk_zips\E06000023.csv
2024-10-28 10:43:25,840 - INFO - Extracted and renamed data\epc_bulk_zips\E06000024.zip to data\epc_bulk_zips\E06000024.csv
2024-10-28 10:43:26,098 - INFO - Extracted and renamed data\epc_bulk_zips\E06000025.zip to data\epc_bulk_zips\E06000025.csv
2024-10-28 10:43:26,339 - INFO - Extracted and renamed data\epc_bulk_zips\E06000031.zip to data\epc_bulk_zips\E06000031.csv
2024-10-28 10:43:26,963 - INFO - Extracted and renamed data\epc_bulk_zips\E06000047.zip to data\epc_bulk_zips\E06000047.csv
2024-10-28 10:43:27,312 - INFO - Extracted and renamed data\epc_bulk_zips\E06000057.zip to data\epc_bulk_zips\E06000057.csv
2024-10-28 10:43:27,379 - INFO - Extracted and renamed data\epc_bulk_zips\E06000065.zip to data\epc_bulk_zips\E06000065.csv
2024-10-28 10:43:27,537 - INFO - Extracted and renamed data\epc_bulk_zips\E07000008.zip to data\epc_bulk_zips\E07000008.csv
2024-10-28 10:43:27,675 - INFO - Extracted and renamed data\epc_bulk_zips\E07000009.zip to data\epc_bulk_zips\E07000009.csv
2024-10-28 10:43:27,793 - INFO - Extracted and renamed data\epc_bulk_zips\E07000010.zip to data\epc_bulk_zips\E07000010.csv
2024-10-28 10:43:27,994 - INFO - Extracted and renamed data\epc_bulk_zips\E07000011.zip to data\epc_bulk_zips\E07000011.csv
2024-10-28 10:43:28,170 - INFO - Extracted and renamed data\epc_bulk_zips\E07000012.zip to data\epc_bulk_zips\E07000012.csv
2024-10-28 10:43:28,294 - INFO - Extracted and renamed data\epc_bulk_zips\E07000032.zip to data\epc_bulk_zips\E07000032.csv
2024-10-28 10:43:28,380 - INFO - Extracted and renamed data\epc_bulk_zips\E07000033.zip to data\epc_bulk_zips\E07000033.csv
2024-10-28 10:43:28,486 - INFO - Extracted and renamed data\epc_bulk_zips\E07000034.zip to data\epc_bulk_zips\E07000034.csv
2024-10-28 10:43:28,561 - INFO - Extracted and renamed data\epc_bulk_zips\E07000035.zip to data\epc_bulk_zips\E07000035.csv
2024-10-28 10:43:28,680 - INFO - Extracted and renamed data\epc_bulk_zips\E07000036.zip to data\epc_bulk_zips\E07000036.csv
2024-10-28 10:43:28,769 - INFO - Extracted and renamed data\epc_bulk_zips\E07000037.zip to data\epc_bulk_zips\E07000037.csv
2024-10-28 10:43:28,872 - INFO - Extracted and renamed data\epc_bulk_zips\E07000038.zip to data\epc_bulk_zips\E07000038.csv
2024-10-28 10:43:28,990 - INFO - Extracted and renamed data\epc_bulk_zips\E07000039.zip to data\epc_bulk_zips\E07000039.csv
2024-10-28 10:43:29,123 - INFO - Extracted and renamed data\epc_bulk_zips\E07000170.zip to data\epc_bulk_zips\E07000170.csv
2024-10-28 10:43:29,266 - INFO - Extracted and renamed data\epc_bulk_zips\E07000171.zip to data\epc_bulk_zips\E07000171.csv
2024-10-28 10:43:29,370 - INFO - Extracted and renamed data\epc_bulk_zips\E07000172.zip to data\epc_bulk_zips\E07000172.csv
2024-10-28 10:43:29,504 - INFO - Extracted and renamed data\epc_bulk_zips\E07000173.zip to data\epc_bulk_zips\E07000173.csv
2024-10-28 10:43:29,610 - INFO - Extracted and renamed data\epc_bulk_zips\E07000174.zip to data\epc_bulk_zips\E07000174.csv
2024-10-28 10:43:29,743 - INFO - Extracted and renamed data\epc_bulk_zips\E07000175.zip to data\epc_bulk_zips\E07000175.csv
2024-10-28 10:43:29,862 - INFO - Extracted and renamed data\epc_bulk_zips\E07000176.zip to data\epc_bulk_zips\E07000176.csv
2024-10-28 10:43:30,178 - INFO - Extracted and renamed data\epc_bulk_zips\E08000001.zip to data\epc_bulk_zips\E08000001.csv
2024-10-28 10:43:30,375 - INFO - Extracted and renamed data\epc_bulk_zips\E08000002.zip to data\epc_bulk_zips\E08000002.csv
2024-10-28 10:43:31,075 - INFO - Extracted and renamed data\epc_bulk_zips\E08000003.zip to data\epc_bulk_zips\E08000003.csv
2024-10-28 10:43:31,325 - INFO - Extracted and renamed data\epc_bulk_zips\E08000004.zip to data\epc_bulk_zips\E08000004.csv
2024-10-28 10:43:31,544 - INFO - Extracted and renamed data\epc_bulk_zips\E08000005.zip to data\epc_bulk_zips\E08000005.csv
2024-10-28 10:43:31,959 - INFO - Extracted and renamed data\epc_bulk_zips\E08000006.zip to data\epc_bulk_zips\E08000006.csv
2024-10-28 10:43:32,226 - INFO - Extracted and renamed data\epc_bulk_zips\E08000007.zip to data\epc_bulk_zips\E08000007.csv
2024-10-28 10:43:32,467 - INFO - Extracted and renamed data\epc_bulk_zips\E08000008.zip to data\epc_bulk_zips\E08000008.csv
2024-10-28 10:43:32,705 - INFO - Extracted and renamed data\epc_bulk_zips\E08000009.zip to data\epc_bulk_zips\E08000009.csv
2024-10-28 10:43:32,998 - INFO - Extracted and renamed data\epc_bulk_zips\E08000010.zip to data\epc_bulk_zips\E08000010.csv
2024-10-28 10:43:33,238 - INFO - Extracted and renamed data\epc_bulk_zips\E08000011.zip to data\epc_bulk_zips\E08000011.csv
2024-10-28 10:43:33,852 - INFO - Extracted and renamed data\epc_bulk_zips\E08000012.zip to data\epc_bulk_zips\E08000012.csv
2024-10-28 10:43:33,853 - ERROR - Bad zip file: data\epc_bulk_zips\E08000013.zip
2024-10-28 10:43:34,135 - INFO - Extracted and renamed data\epc_bulk_zips\E08000014.zip to data\epc_bulk_zips\E08000014.csv
2024-10-28 10:43:34,484 - INFO - Extracted and renamed data\epc_bulk_zips\E08000015.zip to data\epc_bulk_zips\E08000015.csv
2024-10-28 10:43:34,739 - INFO - Extracted and renamed data\epc_bulk_zips\E08000016.zip to data\epc_bulk_zips\E08000016.csv
2024-10-28 10:43:35,049 - INFO - Extracted and renamed data\epc_bulk_zips\E08000017.zip to data\epc_bulk_zips\E08000017.csv
2024-10-28 10:43:35,302 - INFO - Extracted and renamed data\epc_bulk_zips\E08000018.zip to data\epc_bulk_zips\E08000018.csv
